10	0	Waited 15 mins only to be seated outdoor when we specifically requested indoor.  Looking around in the restaurant there were plenty of empty seats. Not sure who or what they were expecting... We came for some dessert but our stomachs turned when our desserts arrived - massive portions and sloppy presentation.  The taste and quality of food was mediocre.  They get away with overcharging on this garbage made from cheap ingredients.  As well, the interior decorating and ambience was a disappointment too, certainly far from any "Vegas" standard.    You'd be much happier and satisfied by going to Dairy Queen for dessert.
11	1	They take peanut allergies serious here which is great for our family who has many kids with peanut allergies. Everything we had here was made to perfection - the ox tail fries with fried egg on top,  Ronin burger (my personal fav) and the Shogun (foie gras any one?!).  The burger was cooked to perfect medium rare which made it juicy.  I ate everything on my plate and dug into my god daughter's salt/pepper fries with jalepenos.  OMG, my mouth is watering just thinking about our heavenly meal.
12	0	"You get what you pay for"  If only that were the truth.  Let's see....  We got there and: 1) The elevator from the parking structure is out - so we hoof it from the 4th floor all the way to reception with our bags in tow.    2)We got booked into a smoking room when we specifically asked for a non-smoking room  3)We got transferred to a non-smoking room (after a few hours) with a view of the Airport.... well, there would have been a view if the windows weren't so damned grimy  4)Uncomfortable Bed  5)Tube TV that kept cutting out every few minutes, which wouldn't have been bad on its own, but the batteries on the remote were dead.. HAH!  Okay, at 25 bucks a night, I might have agreed that we got what we paid for and it might have been a So-so 2.5 to three stars.  MAYBE.  But when you tack on an additional UNDISCLOSED $15/day "Resort Fee"  (What resort? it was 40 freakin Degrees out!), No Wi-Fi AND $15/day wired internet fee??  ....  Umm... Yeah ... 1.5 stars and I'm not even going to round it up to two.   PROTIP: Hooters appears to be where failed Import model wannabes with bad boob jobs go to die. - Enjoy.
13	1	It's the best oh my gawd just delicious. We stumbled upon this place on accident. Me being a huge music lover I couldn't help but notice all these record covers on the wall. The next thing I knew we were in pizza heaven. We came here about three times on our 4 day trip and had pepperoni and mushrooms. Just delightful. It was almost identical to NY style pizza. It looked just like Ninja turtle pizza. All melty and delicious and it tasted like a slice of heaven. The pepperoni was thick cut and so tasty.
14	0	When there on Sunday nite with my wife to have late dinner. I have been here before food is ok service was good but this time service was terrible , we sat there for 20 min no one showed up I got up and asked one of the girls in front for help and that didn't help, finally a waiter showed up to say hello and left as fast as he showed up. I say if they were busy Ok but they weren't. That's the last time I'm going to go there and would not recommended anybody to go there.
15	1	Since it's opening, it has become a must-do whenever we are in Vegas. Have tried 3 different burgers, all were amazing. Love the curry and chipotle katsups that come with the thick cut fries. Tried a shake for the first time on our last visit. It tasted delicious, but the pudding on top was an unexpected surprise. Expect a long wait at regular meal times. I always grab a pen at the end-- one more touch I love (twice our waitress brought more pens for us)
16	1	Visiting Las Vegas for the weekend and saw that this place had some pretty great reviews. People weren't kidding, it's FANTASTIC. Our server was Liza and she was SO attentive, kind, and helpful. True definition of a great waitress. Everyone's plate was clean at the end of breakfast. I was very impressed with this place and will definitely seek it out again when I'm back in Vegas.
17	1	This is the best Thai restaurant I have to been to.   Didn't expect the food here to be this amazing. It's located in a run down lot a little outside of the strip. Once you get inside the restaurant you see all tons of wine's behind a glass. A big restaurant clean inside that looks nothing like the horrible outside. Service is really attentive and makes sure your table is always clean.   The food here was superb. Next time I come here I'm only ordering the specialty dishes. The typical dishes are great but they have such an awesome menu that every dish we got blew my mind. The tom yum kai soup is delicious and you can't go wrong with that. The pad thai they use thin noodles which made me like it even more! The sea bass drunken noodles was crack. The fish itself was so tender it was like butter. The green curry was another highligh that felt like eating coconut butter on top of rice. I couldn't get enough of it. The raw beef tar tar was light and fresh. The fried rice was good but probably the least memorable of the dishes. Next time I come here I'm getting the deep fried prawns. If you visit Vegas make sure to stop by this place. You will not be disappointed.  Recommendation: Sea Bass Drunken Noodles, Pad Thai, and Green Curry
18	1	A new Must when visiting Las Vegas!!  The food was absolutely delicious!! And the portions were extremely generous. The staff was very friendly and very attentive. Our server Earl made sure we were well taken care of as well as Carole Ann. Definitely coming back!
19	1	Hash House a Go-Go is our Favorite place to bring family and friends when they are visiting from out of town. Breakfast is served all day and our favorite meal to have there. We love when they order pancakes and the shock on their face when the huge plate arrives. Watermelon lemonade is amazing!   First heard about the restaurant  on the Food Network. Everything tastes home cooked and delicious.
20	1	Bouchon is a strikingly casual yet elegant bistro located in the upper reaches of the Venetian hotel.  How casual?  One of our servers did an extended shimmy to a Prince song, there was constant "inappropriate" banter between ourselves and the wonderful individuals who serviced our tables, and there may have been an impromptu coloring session wherein caricatures of patrons at other tables may have been found serenading around the staff's own contribution - the sexy and i know it duck.  So while the high ceilings and beautiful courtyard might suggest one experience, you certainly aren't limited in that manner.    The unanimous decision of our table is that this is the best service we have ever had.  I should explain that.  The balance between entertaining and professional one finds here is something I had previously not experienced.  One might think that perhaps the staff's antics was a convenient mask shrouding potential issues concerning their knowledge of the menu.  That is simply not the case.  We received incredible guidance concerning wine choices and our server hand-picked an off-menu dessert for us (an incredible vanilla bean creme brulee that one international traveler in our group deemed the best she has ever had... it was in my top five as well).  When I can say that people who worked at the restaurant overshadowed a Thomas Keller production in a positive fashion, it becomes at least subjectively obvious that a new dining experience has been created.    That leads us to the food.  Bouchon is one of those few Vegas restaurants that allows friends with different means to comfortably dine with one another.  You don't have to go high-end (I did anyway); as you can see, most Yelp reviews focus on the cheapest dish, a luxuriously decadent take on the Croque Madame, a dish that is fully less than 1/2 the price of the steak.  I am sure it is incredible, yet I would encourage patrons to purchase the steak Bouchon, a blissful cut of New York strip steak doused in black truffle jus and accompanied with celery and potato boulangere.  It was easily the best steak I have had since I have moved to DC, and frankly, may have been the best strip steak I have ever eaten (and yes, this is coming from a Texas guy).  The portion was generous, absolutely perfectly cut, aromatic from the truffle, and intensely flavorful.  I would strongly suggest pairing the steak with the sauteed spinach (brilliant) and potato puree (very buttery).  While it wasn't paired with the steak, the other dish I really enjoyed was the braised cabbage.  I wasn't as enamored by the mac and cheese here, but that isn't to say that it wasn't a solid preparation.    Given that this restaurant delivered on two of arguably the best experiences of my life (best service and potentially best NY strip steak), it is pretty much a no brainer that I would suggest this restaurant to anyone.
21	1	Im in love. The food here was so delicious. So many things to try. I recomend the sukiyaki noodles and the spicy chicken with lemon sauce. For dessert tey the honey bread. Its so fen good. A bit pricey but its worth it. The staff is so friendly, so nice. A must try if your craving korean bbq.
22	0	Oh my, where to start. This is like the Golden Corral's sad disease ridden cousin who lives under the stairs. When I made it over to the buffet it became apparent why they make you pay before you get into the restaurant. The "hot" meats were dry and only barely warm. The cold items were not really. If you eat seafood from this buffet, you are more brave than I am. After trying a several different things, including the taco chicken, and pizza (because how can you mess that up) I decided that the items on the buffet were all upsettingly distasteful and I would just eat salad. They had an olive salad (i love olives), tomato salad (also love tomato salad) and spinach salad. The Olive Salad actually tasted like garbage smells. The Tomato salad was not much better. The best things on the buffet were actually the enchiladas which tasted like they came from the freezer section at a shady grocery store. With all of the other choices around for food, pass on this one.
23	1	The Cosmopolitan Hotel & Casino has a secret and it's hidden on the third floor!  Take the escalator up to the 3rd floor.  As you exit the escalator, there is a hallway directly in front of you to the left of Jaleo (tapas restaurant).  Follow this hallway until it ends and there you will find some of the best pizza on the Las Vegas strip.  Seriously, I saw people waiting in line for crap pizza outside, when they could have easily come here for pizza that is 100 times better.  Sold by the slice or whole, this small spot offers a variety of pies to choose from.  Although it's primarily a counter, there is a small amount of space to eat at.  If not, just go eat in the lounge area directly outside the hidden hallway.  I ordered two pepperoni slices for $5.25 each.  They had just come out of the oven so they were hot.  The cheese was really good and gooey as was the pepperoni itself.  This is definitely worth a visit if you're in the mood for a few slices of pizza.
24	0	Yeah this place is so unfriendly to guys its not even funny. Granted I was with my family so clubbing was more of an afterthought instead of the main event. We didn't have time to go look for passes or get on the guestlist. We get there around 11:30pm. Yeah yeah sorry for being a tourist first. We wait in line for 25 mins in the general admission line and its 20 bucks each.. Me and 3 girls equals 80 bucks WTF. I think tao doesn't know there's a recession or maybe doesn't care. I should have seen it when they walk 12 girls in and 2 mins later they all walk out. If I was with the guys I would have followed them instead going inside. What are they thinking, hot girls never want to pay cover. I did see some guy get in with the laced vans though.  when we get in its a huge cluster f#*k as usual. No room to dance or do anything. We go and head to the bar. 4 drinks were 67 bucks plus tips. At least the bartenders are fast and courteous. It doesn't matter because the marketing genius behind tao wants to shoot foam into the air everywhere, especially into your drink so you can go buy another. Forget about my $300 blazer.   Oh I wanna give a big F U to one of the bouncers. I had this glowstick with me from a concert I brought into the club. I started ravin' out for kicks. Some hot chick on the 'girls catwalk' sees me and asks for it. I ask the bouncer if I can give to her in person. He goes naw, I can't let you walk through the VIP tables... I give it to the bouncer and he walks it over. She blows me a kiss and walks down from the catwalk. I try to going through crowd to meet up but I never see her again. Thanks Mr. cockblocker, you made my night.
25	0	worst place ever... don't ever go.... we decided to take a chance and go in .... looked like a fun place to have breakfast/lunch.... never again... the wait was for 90 minutes even though they said 30 minutes and omg one of the girls in the front needs to get hired.. worst serve ever... she was very rude and people would walk up to her to ask a question and she would just ignore them....  after all that wait the food wasnt even good... just a freaken waste of time... dont waste your time by going in
26	0	What a dive, the tower rooms made the bottom of my feet black , tub, shower don't drain the tub was dirty, ate at the cafe and the buffet and both the casher was pan handling for vets administration so I ask how much do they get and what does the casino take and what are the administration cost , they wasn't able to answer me. Looked at me like I was a complete asshole for asking? Surprised to see a casino panhandling and if you play the table games it does not put any points on your card for food absolutely zero you have to ask for a supervisor and beg to get them to pay for your food , you can spend thousands there and never get a penny's worth of food. I asked him what was up with that and a box man at the craps table told me they were plenty busy. That was The same as telling me we don't need your business. Dirty rooms bad customer service panhandling restaurant cashiers was too much for me looking for a new different place to stay
27	1	My boyfriend was craving some Kbbq and we wanted to try something new apart from Sura and Tofu Hut. I found this place on Yelp so we decided to try it. I wasnt expecting much since yelp stars cant be trusted sometimes. But OMG just as we walked in..Cute Korean Dudes.. lol. No but seriously, the staff were very accommodating and friendly. The place looked very clean, modern and spacious. We got there around 6pm and the place was packed. We got seated shortly after and Calvin, our waiter was very helpful in deciding what to get. We then ordered their Best Seller: Gangnam for 2, $65.95. We felt that the portions were perfect, mann we were stuffed. Then we had Honey Toast and Lava Cake for dessert..yummy! Apparently if you make a yelp review you get either a Lava Cake or Banana Tempura Ice Cream for free.  Our first time experience at this place was awesome. It just might be our new go-to place. The food, and the staff was great. I definitely would recommend this place. It is on the pricey side, but definitely worth it.
28	1	After just having eaten at Joel Robuchon, I did not have an expectation that this restaurant would blow me away. What surprised me was that it did. The service was great, and it was timely. Our waiter even asked if we had plans for a show so they could expedite our meal. I had read on yelp that the rib cap was the thing to get. Two of us ordered that, so I ordered the less recommended Beef Wellington.  It was soooooo good. Tender and flavorful. The sides of spicy corn and the mac and cheese were delicious too. I'm not sure if these are supposed to be family style. They are only $13 I think, but come in small cups. It wasnt really a problem because we are not glutinous pigs. A couple spoonfuls were sufficient for each of the 4 of us. The bread plate was nice. After Joel Robuchon bread cart, it was not about to blow me away, but since we didn't pay $445, I could understand. We got a magnum of Hirsch Pinot for 295, which was good to the last drop. I was surprised at the coffee which came with the ABC liquor spoons. Yummy! The sticky toffee pudding was delicious as expected. Overall I am leaving Vegas thinking about Beef Wellington.
29	1	This place is ridiculously good. I do not hunk that I've had anything bad here.  The burgers are great, my favs are the spicy miso, and the kalbi. The pork belly and duck buns are great. People really like the oxtail chili fries, but they are not my favorite becaus the chili is too sweet and I can't really taste the oxtail a which I love. Service is always decent, never have a complaint
30	0	They have different sections of food, mexican, american, italian, chinese but not a big selection of each. And the food isnt the best. We went there bc of the unlimited beer, but it was only bud light and some other beer. It was too pricy for the selection if u ask me. $37 for dinner.
31	1	This dining experience did not disappoint!  From the amazing bread, to the famous Beef Wellington for 2!  The service is impeccable, food outstanding, and the atmosphere was beautiful.  The Wellington was tender enough to cut with a fork, and that is not an exaggeration!  We will be back, 5 stars+++, just go and enjoy the experience, you cant get it many places!
32	1	This place is awesome! Fun atmosphere, delicious food, and reasonable price! FYI if you are a Diamond or Seven Stars member of the Ceasars Rewards program they have reserved tables for you and you don't have to wait in line. I tried this the second to last day of my stay and like it so much went back for lunch the next day. The Hummus is amazing, and it comes with pita and assorted veggies to dip.  The veggies are unique, I couldn't really tell exactly what they were but I think I had a baby yellow carrot. It bursted with flavor. We also tried the chicken sliders, they were just the right size. The chicken was perfectly cooked an moist. I usually don't like chicken in restaurants because they over cook it and make it dry. The day prior we had a burger that had some type of chutney on it and we added avocado. Wow!!!! No wonder this place is called BurgR they got it down!!! If you come here make sure you try a burger even if you have to split with someone because you are missing out otherwise. Now both I got the wings as well. They have a unique sauce on them that also goes well with the fries. We ordered extra. Don't worry they aren't too spicy at all in fact the flavor is so unique you will just keep eating them trying to figure out exactly what makes them so delicious. The service here is top notch. The men all wear jeans, and nice clean cut form fitting shirts. And the women had either skirts or pants. It was cute because all wore uniforms but not your typical uniforms. And they sported them like they enjoyed wearing them as well. All the waiters and waitress's appeared to be in athletic shape and well groomed. The service was impeccable and they constantly insured we were well taken care of. I will probably get something here upon every stay now. Delicous! Awesome Job to the Gordon Ramsay Burger Team! You are all doing amazing!!!!
33	0	This place is awful and I can't even believe Caesars palace allows this place to stay in business. When I think of quality I think of Caesars and this was not it.  I have been there before and it wasn't that good so i thought maybe they were having an off day but it seems that's standard operating procedure.  We had the beef brisket noodle soup and it was awful. The beef was 3 chunks of boney fatty I don't even want to call it beef that would be an insult to the cow. The soup was cold! It's a noodle company according to the name and they can't even warm up the soup?!  For $16 I could of eaten an entire smorgasbord in Chinatown for that price. I also had the red bean bun and it was the worst red bean bun I have ever had.  You can go into Chinatown and have dim sum and get the best red bean buns at Orchid Garden.  If I was from Beijing I would be insulted that they were trying to pass this off as something from there.  It was very disappointing.  I guess I'm gonna have to go to Chinatown to get a descent bowl of noodles and hand made red bean buns.
34	0	Horrible.  The food was so chewy and uneatable and the service was so bad.    I mean, our waiter was nice when she was at our table, but she wasn't at the table to often.   We had to always call for her, she would say "yes I'll be right there" then she would walk away and not come to us.   The shrimps and muscles were very fishy and the meat was so chewy like gum.  I did not enjoy my dinner here at all.  One good thing about this place is the olives at the salad bar.  They were very yummy. I'm not the only one who was annoyed.  There was a couple at the other table for 5+ minutes and no one came and took their drink orders.  When they came up to the waitress she had told them "oh we're not serving at that table".     Why would you seat people there if you aren't serving at that table? And mind you, the servers passed by this couple multiple times and didn't tell them anything.  Eventually they moved the couple to a different table.   Anyways, to conclude my thoughts, I will not come here again. Horrible first experience.
35	0	Ummmm totally not worth it!  We wanted to try a different restaurant at our last stay in Vegas. We were originally going to eat Wicked Spoon but the line was long and last call was in 45 minutes. We knew we weren't going to have enough time to eat.   Thankfully, it was only lunch so we weren't TOO HUNGRY so we decided to switch it up and try China Poblano. I first noticed it was owned by chef Jose Andres. I had a bad experience with Chef Andres and truthfully, didn't enjoy his restaurant over in LA at the Bazaar. So I decided to give him another try.  It was pretty empty upon walking in. We were seated promptly and service was fast. First off, we decided to order some soda because we were thirsty and the waitress comes out with these dinky small soda cans!!! Those sodas were $5!!! We orders some ceviche, tacos, dan dan mien, and chilaquiles. My overall favorite was their ceviche. Decent flavor with a good amount of tuna. Nothing spectacular though. Different cuisines are prepared in different kitchens so food comes out at off times. Their noodles were okay. A good kick of spice but obviously not traditional. The chilaquiles was a joke. Basically tortilla chips with sauce on top. Looked like a cheap mans version of nachos. Can't believe we paid $15 for it. Everything's on the lighter smaller side so be prepared to either eat light or order a lot!  After lunch, that was it. Again, nothing too spectacular. Food is expensive and small. It's much more worth it to spend your money somewhere else. Not missing out if you haven't tried this place at Cosmo.
36	0	I really was expecting more from this. My mac and cheese was kinda bleh. I figured a place that was known for hot chocolate...er frozen, whatever...would have comfort food down pat. Getting seated was kind of a nightmare, and the atmosphere was too bright and crowded for my taste.   I would have tried it again, but several months later I found Max Brenner, which was everything I wanted Serendipity to be.
37	1	We have long anticipated having dinner here and with all the hype over Gordon's celebrity and the Hell's Kitchen competition, it did not let us down. The service was exceptional: from giving us an ipad with the drink menu on it allowing us to email ourselves information on the wine we drank; to cleaning the table of crumbs and replacing the cutlery between each course; to placing our plates of food on the table simultaneously with 2 servers. The food was fantastic. Melt in your mouth, and even though we were stuffed we had to have the toffee pudding which was to die for! We will visit again on our next trip to Vegas!
38	0	I purchased a Groupon for my Vegas trip.  The reviews were mainly average or bad so I took a chance.  What an idiot I am!!  There was a wait which was fine.  I gave my name and number to the semi-nice host for a text message when table will be ready.  She said 15 mins.  I decided to go gamble.  The machine was paying too, however I realized it was well over 15 mins and went back to host.  She said she tried texting me 3 times and showed her logs, which is odd.  I received other text messages and FB messages but not hers. She placed me back on "the list."  About 5 mins later another hostess sat me and hub, she was not friendly.  The decor was nice, semi-clean.  The server was all over the place.  We had to hunt for her a couple of times.  She tried to be friendly but she appeared that she was overworked and just started that day.  The food was not good.  I would have done better looking for a Taco Bell.  Trust me....forget this place, so not worth your time and money.
39	0	Nothing to write home about.  Fancy noodle guy making the them from scratch. ....but the window dressing really didn't match or meet expectations.  In fact, a trip to Panda Express would have saved me $70 and we would have had a better meal.    Never again!
40	0	the food was good and so was the iced coffee but they really did not want to give me much coffee. the first time i went there i got a regular size iced coffee and it was more like a cup of ice with coffee. it was delicious so i decided to go the following day, i ordered another iced coffee, this time i asked for less ice. when i got my coffee, it was filed up 3/4 way, i asked the cashier sarcastically "you guys dont fill up the cup" and all he told me was "u asked for less ice". it was disappointing, i would look for  new place with good iced coffee because they just dont really want to give you your money's worth,
41	0	Do not come here.. Horrible service.. bland food.. waste of time.. Go to Earl Sandwiches instead.    Came here Fri after a night out.. Sat early AM.. and ordered the congee and the duck soup... YUCK.. Worst $23 spent ever and horrible service! Why did it take 30 minutes to get our food? 2 items? No cooking needed, just scooping the soup up... the congee was so bland.. drinking water was better that that.. and the duck soup..The noodles weren't even cooked all the way!  It was still all stuck together.. Waste of time and money.. and it was so hard to track down our server, let alone trying to pay our bill... Wish we just walked out..
42	1	Absolutely love this place!! I loved the concept of an Asian fusion and everything I ate was delicious! A little upset I came in while somewhat hungover, thanks to open bar at Senor Frogs. I didn't finish my food cause my stomach was still a little upset. BUT, it was BOMB!  Husband and I shared the fried chicken wings. I'm telling you, you'd be a fool not to order them. Best wings I've ever had!! We also shared the salt and pepper garlic fries. Again.. The best ever!!  I ordered the Miyagi-San burger with grilled onions instead of onion rings. The meat was flavored SO WELL and I loved the over easy fried egg.  My husband ordered the Kiki burger and I swear I looked down at my food, then up at his and it was gone. That good!!!
43	0	The set up of this restaurant is pretty cool. It's very casual with like sandwiches, salads and things as their food. My cousin and I just really wanted some fries, and we were really disappointed. We ordered just a side of fries, and when it came out we could tell that the fries were old and re-fried. We wanted to make a comment but we were in too much of a rush to tell the cashier. I will come back again and give this restaurant another shot. However, I may not order their fries this time. ENJOY!
44	0	We visited this restaurant for Valentine's Day and had an ok experience. The food was just ok.  We have been to Texas de Brazil many times so that is where a bar was set.  Customer service here was the worst part.  We waited at least 20 minutes for our water that we were charged a "water surcharge" for. The waitress seemed very confused.   The seating is very close to the other diners so if they are experiencing problems you know about it.  The people next to us bought a very expensive package and never received most of the perks that went with it.  Mainly the lobster.  The food at the salad bar was just ok. Not worth the price they were charging.   In my opinion, go to Fogo or Texas de Brazil if you want a good Brazilian experience.    Don't waist our time here.
45	1	Korean fusion at its finest! It is really no wonder to me that this place has been reported to serve the best burger in LV. The burgers here all are so amazing with diverse flavors yet still maintain the classic burger necessities of a quality tasting patty sandwiched between a great bun. I am in love with the buns here thats for sure. They are fluffy, moist, crispy, and buttery heaven. I think part of the reason why i really love this place is because I love Korean food and all that it offers with spicy and diversity in the food. And I love burgers so its the best of both worlds.   I think my favorite burger on the menu has to be the Miyagi Son. It provides a really simple flavor that really packs a punch! The Ronin is a classic as well. They also let you mix it up and customize your burgers so if you're feeling like kimchi on your burger, go for it.   The oxtail chili cheese fries are a must in my opinion. Obviously, anything with a fried egg and garlic aioli on it is going to be delicious but really the flavors on these fries are unreal! They also have a great selection of boba teas if you feel like getting your boba on!
46	1	Admittedly, I would have given this place four stars due to the sheer exorbitant prices if it weren't for the amazing, if not the best, burgers I have had in my 26 years of life. And believe me, I've had my fair share of burgers. Okay - enough about the rave and onto the food:  I must start with the free starter popcorn, which was perfectly salted and just the right amount of butter so good that I had to ask for second!  For appetizer, we ordered the Surf and Turf Quesadillas, which has a combination of broiled steak and lobster that complements surprisingly well topped off with Manchego cheese to give it a rich texture to go along with Avocado cream that leaves a rather refreshing after taste  For main course, I ordered the Rising Sun burger (A must have based on other yelpers' validations) and the steak fries as a side. The juicy Kobe beef spread with the Teriyaki glaze just burst with flavor, but not too salty as it is matched with a slightly sweet addition from the cripsy yam. At the same time, the Spicy mayo and tempura avocada adds a tantalizing kick to the already delicious burger all on its own. I also added a fried Egg which just kicks it up another notch. The steak fries that came with the burger just left me speechless as I could not even taste the grease but had so much crisp and flavor that left me licking the seasoning off of my thumbs   All in all, what more can you ask for than a perfect burger and a beer in a chilling afternoon at Vegas? I would have liked to try Truffle lobster Mac N Cheese but there just was not enough stomach to fit it all or time on the agenda to come back for round 2. Definitely a 5 star unforgettable experience - Super winning!
47	1	It's the place to get a burger.  It's a tradition for our group of friends when we visit Vegas to head over to Burger Bar for dinner.  Build your own burger with best ingredients.  Sides are good too.  100% of the time I've gone to Burger Bar, my burger is cooked perfectly the way I order.  For fresh fancy burgers, medium rare is the way to go in my opinion.  Plus, this week when went, for the 1st time we ordered the Kobe Burger to see what the hype was about.  YUM.  Kobe Burger lives up to it's hype for sure.  (oh and once, a friend ordered veggie patty and vinaigrette salad, she wasn't super happy with her meal).  Burger Bar = stick w/ the burgers.
48	0	I came here mostly because I had a buy one get one free coupon for cocktails. The disclaimer says under 9 dollars... Too bad there are 0 cocktails for under 12 dollars so I just stuck with a water.   My girlfriend got a wet burrito and she ate just a bit because it was "way too dry". How does that happen with a wet burrito?   I ordered a BBQ pulled pork. It was the worst thing I've ever had in my life. It had drown in so much sweet BBQ sauce that chewing it down was almost torture. The sweet fries are on par with Applebee's. I was looking forward the corn on the cob for a nice crunch but it was actually soggy like it was dropped in a puddle. I've honestly never heard of soggy corn. Was this done on purpose? How do you mess up that bad?  The best part was watching some drunk kid sing karaoke from my sticky table.  Instead of going to the casino after, I just went up to my room.  I'm actually writing this from my toilet. Wish me luck.
49	0	We had to pay almost $5.00 for a bowl of RICE!  I could not believe that the main dish did not come with anything else.  Everything is ordered separately.  I know it's Caesar's at the Las Vegas strip, but please, four entrees, four bowls of rice and three teas, one had water, cost over $100 for lunch!!!
